board_id	board_name	post_id	title	author	date	replies	views	意图分类	价格描述	数值价格	物品名称	价格类型
5	小版张专栏	5	出四轮猪 赠版200版，鼠赠版200版	曹州老李	2025/5/15 8:17:27		2	出售			赠版	出售价
5	小版张专栏	5	出售三轮生肖小版和四轮生肖小版各品种	斟满阳光	2025/5/15 8:20:26		8	出售			出售三轮生肖小版和四轮生肖小版	出售价
5	小版张专栏	5	优出数学之美小版	侯世祥	2025/5/15 8:18:22		2	出售			优出数学之美小版	出售价
5	小版张专栏	5	出售杭州亚运会特殊工艺小版、钱塘江风琴折	斟满阳光	2025/5/15 8:14:54		6	出售			出售杭州亚运会特殊工艺小版	出售价
5	小版张专栏	5	出售24年小版四轮龙、龙赠送、邓小平、篆刻二、封神、船舶二	斟满阳光	2025/5/15 8:10:38		3	出售			年小版	出售价
5	小版张专栏	5	出售03年小版飞机、图书、梁祝、杨柳青....三峡、重阳节、聊斋等等[长]	斟满阳光	2025/5/15 8:10:57		2	出售			年小版	出售价
5	小版张专栏	5	出售17---23年小版册	周文波	2025/5/15 8:00:54		1	出售			年小版	出售价
5	小版张专栏	5	出2003年篆书小版100版	北京画廊邮票	2025/5/15 7:56:05		17	出售			年篆书小版	出售价
5	小版张专栏	5	42届佳邮超量号（介绍）	大龙阳光	2025/5/15 7:48:37		39	其他			未识别物品	N/A
5	小版张专栏	5	出售四轮赠送龙600版.原包拆3个标准200版连号	柱兰	2025/5/15 7:36:39		11	出售			未识别物品	出售价
5	小版张专栏	5	出售四轮赠送狗原包去膜带夹板.腰条5包.1000版	柱兰	2025/5/15 7:35:18		3	出售			未识别物品	出售价
5	小版张专栏	5	无波无折无黄〓★03～14小版册公司1手货★〓原胶角尖美品	昆明邹定梁	2025/5/15 7:28:46		4	其他			小版	N/A
5	小版张专栏	5	求购三轮生肖小版	199063	2025/5/15 7:27:12		4	收购			求购三轮生肖小版	收购价
5	小版张专栏	5	出四轮蛇赠送版	gyk	2025/5/15 7:15:30		2	出售			出四轮蛇赠送版	出售价
5	小版张专栏	5	杭州亚运会丝绸小版70版连号有豹子号11一版	煤电之城	2025/5/15 7:15:55		6	其他			杭州亚运会丝绸小版	N/A
5	小版张专栏	5	出2024年精美小版七全北方册	gyk	2025/5/15 7:16:00		7	出售			年精美小版	出售价
5	小版张专栏	5	处理奥门回归10年奥门版100版连号	北京郑建辉	2025/5/15 7:00:26		9	其他			年奥门版	N/A
5	小版张专栏	5	要点小版	北京郑建辉	2025/5/15 6:58:55		4	其他			要点小版	N/A
5	小版张专栏	5	卖点奥门，犬胶，海西等小版	北京郑建辉	2025/5/15 6:42:42		10	出售			海西等小版	出售价
5	小版张专栏	5	先款收四轮生肖赠送版，原包不去皮带号，猴牛兔龙	邮票童	2025/5/15 6:25:27		0	收购			先款收四轮生肖赠送版	收购价
5	小版张专栏	5	售2011-2019散版	烟民	2025/5/15 6:00:37		2	出售			散版	出售价
5	小版张专栏	5	4轮牛赠出售	郭立新	2025/5/15 1:19:56		0	出售			未识别物品	出售价
5	小版张专栏	5	收购编年小版各1000版	宝丰斋	2025/5/15 1:00:36		12	收购			收购编年小版	收购价
5	小版张专栏	5	出售03篆书小版	速邮	2025/5/15 0:20:23		2	出售			篆书小版	出售价
5	小版张专栏	5	绵竹丝绸二小版	飞燕传书	2025/5/15 0:15:32		3	其他			绵竹丝绸二小版	N/A
5	小版张专栏	5	310收数藏蛇原封，300收裸版	子依	2025/5/14 23:36:57		1	收购			收裸版	收购价
5	小版张专栏	5	售四轮蛇赠送版	lfyfly	2025/5/14 23:30:46		1	出售			售四轮蛇赠送版	出售价
5	小版张专栏	5	卖数藏龙邮折10个	桃桃礼品	2025/5/14 23:01:04		1	出售			未识别物品	出售价
5	小版张专栏	5	新低卖司马光	速邮	2025/5/14 22:34:53		0	出售			未识别物品	出售价
5	小版张专栏	5	卖：2003年--2023年全年小版。全品价低	阿混	2025/5/14 22:26:25		18	出售			年全年小版	出售价
5	小版张专栏	5	超低价出售各类小版	去远方	2025/5/14 22:24:38		4	出售			超低价出售各类小版	出售价
5	小版张专栏	5	★★售司马光 ★★	蓝牙999	2025/5/14 22:15:34		0	出售			未识别物品	出售价
5	小版张专栏	5	出售司马光小版	速邮	2025/5/14 21:32:41		0	出售			出售司马光小版	出售价
5	小版张专栏	5	=====13.2卖：故宫小版409版=====	白银三千两	2025/5/14 21:29:10		5	出售			故宫小版	出售价
5	小版张专栏	5	昆曲小版	飞燕传书	2025/5/14 21:30:03		2	其他			昆曲小版	N/A
5	小版张专栏	5	售四轮鸡赠送版3包	曾园莉ZYL	2025/5/14 21:24:22		1	出售			售四轮鸡赠送版	出售价
5	小版张专栏	5	卖 价值观小版	北京李伟东	2025/5/14 21:17:52		4	出售			价值观小版	出售价
5	小版张专栏	5	。。。15年西湖小版100版	wnzhong	2025/5/14 21:13:15		13	其他			年西湖小版	N/A
5	小版张专栏	5	。。。卖小版包公及水果二	wnzhong	2025/5/14 21:12:51		12	出售			卖小版	出售价
5	小版张专栏	5	★03毛泽东古桥，04司马光，漆器，楷....，邮政银行，民间灯彩★[长]	蓝牙999	2025/5/14 20:52:03		1	其他			未识别物品	N/A
5	小版张专栏	5	★★ 三轮兔牛，奥运开幕不干胶，澳门回....。延边，雅典到北京★★[长]	蓝牙999	2025/5/14 20:51:12		1	其他			未识别物品	N/A
5	小版张专栏	5	收四轮赠版	程卓文	2025/5/14 20:51:19		2	收购			收四轮赠版	收购价
5	小版张专栏	5	按寄信票处理全品小版	冲击波818	2025/5/14 20:37:45		4	其他			按寄信票处理全品小版	N/A
5	小版张专栏	5	收购各种小版	龙祥集邮	2025/5/14 20:31:00		2	收购			收购各种小版	收购价
5	小版张专栏	5	低售豹子号小版	爱邮及邮	2025/5/14 20:28:04		3	出售			低售豹子号小版	出售价
5	小版张专栏	5	2009洛阳国际邮展小版	飞燕传书	2025/5/14 20:24:23		1	其他			洛阳国际邮展小版	N/A
5	小版张专栏	5	惜售2010年上海世博园小版1个原包带号！！！	青植	2025/5/14 20:25:21		8	出售			年上海世博园小版	出售价
5	小版张专栏	5	售三轮。四轮小版	王令丽	2025/5/14 20:10:16		4	出售			四轮小版	出售价
5	小版张专栏	5	出售四轮生肖龙赠送版40版	李美玉	2025/5/14 20:03:59		2	出售			出售四轮生肖龙赠送版	出售价
5	小版张专栏	5	低价出关公小版100版	cqf444	2025/5/14 19:59:37		0	出售			低价出关公小版	出售价
5	小版张专栏	5	售四轮蛇赠送版	zhangfly	2025/5/14 19:55:44		4	出售			售四轮蛇赠送版	出售价
5	小版张专栏	5	低价出三轮猴小版100版	cqf444	2025/5/14 19:55:03		0	出售			低价出三轮猴小版	出售价
5	小版张专栏	5	售土楼昭陵六骏海西中秋18大散板，，	烟台山	2025/5/14 19:55:11		16	出售			未识别物品	出售价
5	小版张专栏	5	2011无锡亚展小版	飞燕传书	2025/5/14 19:52:40		1	其他			无锡亚展小版	N/A
5	小版张专栏	5	出售2004年成语故事小版原包扣号1包	白云太阳888	2025/5/14 19:45:45		4	出售			年成语故事小版	出售价
5	小版张专栏	5	新贴低售；原箱梅兰竹菊无齿总公司邮折4箱；	东风999	2025/5/14 19:32:22		1	出售			未识别物品	出售价
5	小版张专栏	5	=====三轮马赠送版/马赠送版139版=====	黄俊曙	2025/5/14 19:27:18		10	其他			三轮马赠送版	N/A
5	小版张专栏	5	==四轮赠版无47、347、3457豹子号888一堆=	黄俊曙	2025/5/14 19:27:02		10	其他			四轮赠版	N/A
5	小版张专栏	5	==《收》四轮猪、兔、龙赠版无347尾号5555等等==	黄俊曙	2025/5/14 19:26:47		10	收购			龙赠版	收购价
5	小版张专栏	5	先款收2003年到14年15年16年1....8年19年24预定小版[长]	XYF1963	2025/5/14 19:18:49		2	收购			预定小版	收购价
5	小版张专栏	5	一版起收购各种零散小版	XYF1963	2025/5/14 19:18:09		1	收购			一版起收购各种零散小版	收购价
5	小版张专栏	5	售2024年蛇赠版36版	阿坤	2025/5/14 19:07:34		3	出售			年蛇赠版	出售价
5	小版张专栏	5	出 03小黑马加字 2个100连+1个200连	刘老五	2025/5/14 18:45:44		6	出售			未识别物品	出售价
5	小版张专栏	5	收购四轮蛇赠200版	sxmaxuqian	2025/5/14 18:37:03		7	收购			未识别物品	收购价
5	小版张专栏	5	四轮蛇大小版、大小版折、三地小全张	飞燕传书	2025/5/14 18:22:30		15	其他			四轮蛇大小版	N/A
5	小版张专栏	5	@@诚售三四轮赠送版猴鸡狗猪鼠牛虎兔龙蛇马羊@@	骏马奔腾	2025/5/14 18:00:34		0	出售			诚售三四轮赠送版	出售价
5	小版张专栏	5	最新价格出售2003---2024年小版大全！！！！！！！！	福建老林	2025/5/14 17:58:18		0	出售			年小版	出售价
5	小版张专栏	5	出原封数藏蛇	高云龙gyl	2025/5/14 17:57:45		1	出售			未识别物品	出售价
5	小版张专栏	5	#####诚售22年23年24年各种小版#####	骏马奔腾	2025/5/14 17:57:09		0	出售			年各种小版	出售价
5	小版张专栏	5	最新价格出售四轮蛇，龙，牛，虎，兔大小....册！！！！！！！！！！[长]	福建老林	2025/5/14 17:55:11		0	出售			未识别物品	出售价
5	小版张专栏	5	#####诚售2018/19年/20/....1年各种小版#####[长]	骏马奔腾	2025/5/14 17:52:20		0	出售			年各种小版	出售价
5	小版张专栏	5	售四轮龙小版	国云收藏	2025/5/14 17:46:33		4	出售			售四轮龙小版	出售价
5	小版张专栏	5	处理卖19年预定小版25套，21年预定小版10套。	老表	2025/5/14 17:05:17		5	出售			年预定小版	出售价
5	小版张专栏	5	售2010梅兰竹菊小版	熊青云	2025/5/14 16:40:58		0	出售			梅兰竹菊小版	出售价
5	小版张专栏	5	出售少量三四轮羊、马、猴、鸡赠送版、鸳....小版、水果二、刘海粟等[长]	天高	2025/5/14 15:44:34		3	出售			鸡赠送版	出售价
5	小版张专栏	5	出四轮蛇赠版100版	邮乐苑	2025/5/14 15:09:30		2	出售			出四轮蛇赠版	出售价
5	小版张专栏	5	出原包三轮猪	199063	2025/5/14 15:09:19		12	出售			未识别物品	出售价
5	小版张专栏	5	出文房四宝小版	199063	2025/5/14 15:06:41		7	出售			出文房四宝小版	出售价
5	小版张专栏	5	出2022年喀斯特小版	199063	2025/5/14 15:05:36		6	出售			年喀斯特小版	出售价
5	小版张专栏	5	便宜卖１６小版的十几个品种。	hefei7462	2025/5/14 14:45:52		3	出售			小版	出售价
5	小版张专栏	5	***5月11日售篆刻一小版靓号4版***	大同刘哲	2025/5/14 14:08:08		2	出售			日售篆刻一小版	出售价
5	小版张专栏	5	===《收》四轮生肖蛇增版，豹子号、狮子号===	黄俊曙	2025/5/14 14:05:28		5	收购			四轮生肖蛇增版	收购价
5	小版张专栏	5	★★低出四轮赠送龙2050版★★	linyin858	2025/5/14 13:44:11		6	出售			未识别物品	出售价
5	小版张专栏	5	求购不对号的四轮生肖小版	199063	2025/5/14 13:16:47		1	收购			求购不对号的四轮生肖小版	收购价
5	小版张专栏	5	出三轮狗，鼠，兔，虎，猪小版	199063	2025/5/14 13:09:38		4	出售			猪小版	出售价
5	小版张专栏	5	先款求购：24年全年小版8全包含龙赠版+小本票4套	爱邮一生	2025/5/14 13:08:05		1	收购			年全年小版	收购价
5	小版张专栏	5	======15年 拜年吉祥 号== ======	黄俊曙	2025/5/14 13:02:37		2	其他			未识别物品	N/A
5	小版张专栏	5	==卖4轮赠版，猴到龙，无347豹子号、豹子号==	黄俊曙	2025/5/14 13:02:28		2	出售			轮赠版	出售价
5	小版张专栏	5	===《便宜出售》 四轮鼠小版、狮子号、豹子号===	黄俊曙	2025/5/14 13:02:16		2	出售			四轮鼠小版	出售价
5	小版张专栏	5	出售 ；现代桥梁建设小型张(2023-11M)￥￥￥￥	周凤华	2025/5/14 12:39:49		0	出售			现代桥梁建设小型张	出售价
5	小版张专栏	5	卖蛇赠送小版100版！	老宋001	2025/5/14 12:31:15		4	出售			卖蛇赠送小版	出售价
5	小版张专栏	5	出售四轮蛇赠送版	故乡的云3199	2025/5/14 12:11:00		0	出售			出售四轮蛇赠送版	出售价
